X,Y,STARTDATE,FINISHDATE,LOCNAME,AREAHA,LOCRELIAB,COUNTRYID,LOCUSTID,REPORTID,ACOMMENT,LOCPRESENT,CONFIRMATN,BREEDING,GADMINDHA,GADMAXDHA,CTLSTDATE,CTLFNDATE,CTLEXACT,CTLPTMONTH,CTLPESTIC
39.83666667,21.72333333,11/30/03 0:00,11/30/03 0:00,thhbaen,200,Exact, ,32252,BIGRAMSES_20031230_S,200 ha treated.,1,1,1,0,0,11/30/03 0:00,11/30/03 0:00,1,0,200 ha treated.
39.26722222,21.98416667,11/23/03 0:00,11/23/03 0:00,W-Ghwla,150,Exact, ,32228,BIGRAMSES_20031230_S,150 ha treated.,1,1,1,0,0,11/23/03 0:00,11/23/03 0:00,1,0,150 ha treated.
39.49166667,22.12555556,11/27/03 0:00,11/27/03 0:00,abw halefa,400,Exact, ,32234,BIGRAMSES_20031230_S,400 ha treated.,1,1,1,0,0,11/27/03 0:00,11/27/03 0:00,1,0,400 ha treated.
39.04583333,22.71777778,11/20/03 0:00,11/20/03 0:00,Rabigh,270,Exact, ,30673,BIGRAMSES_20031125_S,  over 270 ha,1,1,1,100000,150000,11/20/03 0:00,11/20/03 0:00,1,0,  over 270 ha
-9.6325,26.88083333,11/16/03 0:00,11/16/03 0:00, ,50,Exact, ,30517,MOR03-19,SWARM FRONT 500M,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-9.577777778,26.91972222,11/16/03 0:00,11/16/03 0:00, ,0,Exact, ,30518,MOR03-19,SWARM FRONT 1000M,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.30277778,18.62555556,12/6/03 0:00,12/6/03 0:00, ,0,Exact, ,31659,MAU03-41, ,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
2.568333333,18.22361111,12/8/03 0:00,12/8/03 0:00, ,250,Exact, ,31789,MLI03-27,SWARM 13:50-14:30 18,1,1,1,100000,200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.30277778,18.62555556,12/5/03 0:00,12/5/03 0:00, ,300,Exact, ,31888,BIGRAMSES_20031215_M, ,1,1,1,270000,270000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
34.34305556,17.42305556,10/11/03 0:00,10/11/03 0:00, ,0,Exact, ,28230,SUD03-39, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
34.11222222,17.69194444,10/13/03 0:00,10/13/03 0:00, ,0,Exact, ,28336,SUD03-41, ,1,1,1,50000,50000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
34.49472222,17.30805556,10/12/03 0:00,10/12/03 0:00, ,0,Exact, ,28232,SUD03-39, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
34.50111111,17.37027778,10/11/03 0:00,10/11/03 0:00, ,400,Exact, ,28233,SUD03-39, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
34.24888889,17.68666667,10/13/03 0:00,10/13/03 0:00, ,300,Exact, ,28337,SUD03-41, ,1,1,1,60000,60000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
35.60805556,18.29777778,10/22/03 0:00,10/22/03 0:00, ,0,Exact, ,29069,BIGRAMSES_20031031_S, ,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.26666667,22.30277778,11/7/03 0:00,11/7/03 0:00, ,0,Exact, ,29537,MOR03-17,FOR CONTROL SEE MOR0,1,1,2,200000,200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.16166667,22.81638889,11/7/03 0:00,11/7/03 0:00, ,0,Exact, ,29536,MOR03-17,FOR CONTROL SEE MOR0,1,1,2,200000,200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.16777778,22.79138889,11/7/03 0:00,11/7/03 0:00, ,0,Exact, ,29538,MOR03-17,FOR CONTROL SEE MOR0,1,1,2,200000,200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-15.91666667,16.16666667,9/1/03 0:00,10/10/03 0:00, ,0,Approximate, ,30496,SEN03-11,UNCONFIRMED SWARM RE,1,2,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-15.88333333,16.23333333,9/1/03 0:00,10/10/03 0:00, ,0,Approximate, ,30497,SEN03-11,UNCONFIRMED SWARM RE,1,2,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-15.91666667,16.3,9/1/03 0:00,10/10/03 0:00, ,0,Approximate, ,30498,SEN03-11,UNCONFIRMED SWARM RE,1,2,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
37.27055556,25.01777778,11/22/03 0:00,11/22/03 0:00,Ummlajj,0,Exact, ,30676,BIGRAMSES_20031125_S,Within 20 km2,1,1,2,150000,200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.10944444,22.27722222,11/18/03 0:00,11/18/03 0:00, ,400,Exact, ,30964,SAU03-19,SWARM ASSUMED,1,1,1,15000,15000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.10944444,22.27722222,11/21/03 0:00,11/21/03 0:00, ,300,Exact, ,30965,SAU03-19, ,1,1,1,150000,150000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.375,22.15,11/21/03 0:00,11/21/03 0:00, ,0,Exact, ,30966,SAU03-19,SWARM LOW FLYING TO,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.03888889,22.80277778,11/22/03 0:00,11/22/03 0:00, ,600,Exact, ,30967,SAU03-19,SWARM ASSUMED,1,1,2,10000,20000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.27055556,25.01777778,11/22/03 0:00,11/22/03 0:00, ,0,Exact, ,30969,SAU03-19,4-5KM AREA ASSUMED,1,1,2,150000,200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.375,22.15,11/23/03 0:00,11/23/03 0:00, ,600,Exact, ,30970,SAU03-19, ,1,1,1,100000,100000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.03888889,22.80277778,11/23/03 0:00,11/23/03 0:00, ,90,Exact, ,30971,SAU03-19,60% YELLOW & 40% RED,1,1,2,100000,100000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.11944444,21.92916667,11/23/03 0:00,11/23/03 0:00, ,150,Exact, ,30972,SAU03-19, ,1,1,1,30000,40000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.03888889,22.80277778,11/23/03 0:00,11/23/03 0:00, ,130,Exact, ,30973,SAU03-19, ,1,1,2,100000,100000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.03888889,22.80277778,11/24/03 0:00,11/24/03 0:00, ,135,Exact, ,30974,SAU03-19, ,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.03888889,22.80277778,11/25/03 0:00,11/25/03 0:00, ,45,Exact, ,30975,SAU03-19,SWARM FLYING TO NORT,1,1,2,100000,100000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.375,22.15,11/26/03 0:00,11/26/03 0:00, ,90,Exact, ,30976,SAU03-19,LAYING DENSITY 50-10,1,1,1,30000,40000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.03888889,22.80277778,11/27/03 0:00,11/27/03 0:00, ,50,Exact, ,30977,SAU03-19,SWARM DISPERSE IN 2,1,1,1,20,20,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
38.79722222,23.77777778,11/29/03 0:00,11/29/03 0:00, ,2,Exact, ,30978,SAU03-19,SWARM ASSUMED,1,1,1,10000,20000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.11944444,21.92916667,11/30/03 0:00,11/30/03 0:00, ,200,Exact, ,30979,SAU03-19,COPULATING & LAYING,1,1,1,30000,50000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.375,22.15,11/30/03 0:00,11/30/03 0:00, ,400,Exact, ,30980,SAU03-19,COPULATING & LAYING,1,1,1,30000,50000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.375,22.15,11/27/03 0:00,11/27/03 0:00, ,400,Exact, ,30981,SAU03-19,COPULATING DENSITY 5,1,1,1,40000,50000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.375,22.15,11/27/03 0:00,11/27/03 0:00, ,300,Exact, ,30982,SAU03-19,COPULATING DENSITY 5,1,1,1,40000,50000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.375,22.15,11/27/03 0:00,11/27/03 0:00, ,300,Exact, ,30983,SAU03-19,COPULATING DENSITY 5,1,1,1,30000,50000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-16.03333333,18.08333333,12/3/03 0:00,12/3/03 0:00, ,3000,Exact, ,31243,MAU03-40, ,1,1,2,2000000,2000000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.27,23.29388889,11/29/03 0:00,11/29/03 0:00, ,20,Exact, ,31578,BIGRAMSES_20031208_M,Flying time: 25.,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.20972222,23.30833333,11/29/03 0:00,11/29/03 0:00, ,30,Exact, ,31579,BIGRAMSES_20031208_M,Flying time: 50.,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-15.95,18.1,12/6/03 0:00,12/6/03 0:00, ,0,Exact, ,31658,MAU03-41,COMING FROM NE,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-15.87333333,18.06333333,12/6/03 0:00,12/6/03 0:00, ,10,Exact, ,31841,BIGRAMSES_20031215_M, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.3525,18.59111111,12/4/03 0:00,12/4/03 0:00, ,60,Exact, ,31863,BIGRAMSES_20031215_M, ,1,1,2,250000,250000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-15.88694444,17.85888889,12/5/03 0:00,12/5/03 0:00, ,75,Exact, ,31897,BIGRAMSES_20031215_M, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.66666667,19.58333333,12/5/03 0:00,12/5/03 0:00, ,0,Exact, ,31902,BIGRAMSES_20031215_M, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.22194444,18.56277778,12/6/03 0:00,12/6/03 0:00, ,130,Exact, ,31913,BIGRAMSES_20031215_M, ,1,1,2,320000,320000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.3525,18.42444444,12/3/03 0:00,12/3/03 0:00, ,60,Exact, ,31959,BIGRAMSES_20031215_M, ,1,1,2,250000,250000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.25638889,18.62888889,12/3/03 0:00,12/3/03 0:00, ,40,Exact, ,31960,BIGRAMSES_20031215_M, ,1,1,2,200000,200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.17111111,18.59166667,12/4/03 0:00,12/4/03 0:00, ,130,Exact, ,31969,BIGRAMSES_20031215_M, ,1,1,2,320000,320000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.24833333,18.69027778,12/2/03 0:00,12/2/03 0:00, ,0,Exact, ,31981,BIGRAMSES_20031215_M, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.07861111,23.06138889,12/15/03 0:00,12/15/03 0:00, ,350,Exact, ,32754,BIGRAMSES_20040106_M,yellow strong cohesi,1,1,1,7000000,7000000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.13194444,23.13638889,12/15/03 0:00,12/15/03 0:00, ,350,Exact, ,32759,BIGRAMSES_20040106_M,yellow average cohes,1,1,2,6500000,6500000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.30694444,23.17888889,12/19/03 0:00,12/19/03 0:00, ,70,Exact, ,32851,BIGRAMSES_20040106_M,40% copulating yello,1,1,1,1200000,1200000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.34583333,23.15888889,12/19/03 0:00,12/19/03 0:00, ,80,Exact, ,32852,BIGRAMSES_20040106_M,30% copulating yello,1,1,1,1000000,1000000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.07611111,23.17333333,12/15/03 0:00,12/15/03 0:00, ,200,Exact, ,32753,BIGRAMSES_20040106_M,yellow average cohes,1,1,1,4500000,4500000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.33666667,22.49805556,12/9/03 0:00,12/9/03 0:00, Duran Makkah,300,Exact, ,33179,BIGRAMSES_20040107_S, ,1,1,1,50000,100000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-0.8,18.7,2/5/03 0:00,2/5/03 0:00, ,0,Exact, ,26994,MLI03-02,NOMAD/TRAVELLER SWAR,1,2,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.39027778,18.60555556,12/7/03 0:00,12/7/03 0:00, ,200,Exact, ,31879,BIGRAMSES_20031215_M, ,1,1,1,120000,120000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.47916667,18.55833333,12/7/03 0:00,12/7/03 0:00, ,210,Exact, ,31876,BIGRAMSES_20031215_M, ,1,1,1,80000,80000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
31.96388889,15.96805556,10/23/03 0:00,10/23/03 0:00, ,70,Exact, ,29869,BIGRAMSES_20031107_S,MEDIUM NOS TRANSIENS,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
35.43333333,18.3,10/22/03 0:00,10/22/03 0:00,Wadi Habob,600,Exact, ,29056,BIGRAMSES_20031031_S,Gregarious appearing,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
1.568611111,19.99222222,10/17/03 0:00,10/17/03 0:00, ,20,Exact, ,29141,MLI03-17, ,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
5.709444444,18.47944444,9/15/03 0:00,9/15/03 0:00, ,10,Exact, ,27893,NER03-26,SOLITARY ADULTS,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
5.745833333,18.48472222,9/15/03 0:00,9/15/03 0:00, ,10,Exact, ,27892,NER03-26,SOLITARY ADULTS,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
5.773611111,18.45944444,9/14/03 0:00,9/14/03 0:00, ,5,Exact, ,27891,NER03-26,SOLITARY ADULTS,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
5.906666667,18.28583333,9/14/03 0:00,9/14/03 0:00, ,50,Exact, ,27887,NER03-26,SOLITARY HOPPERS & A,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.22361111,23.21111111,12/17/03 0:00,12/17/03 0:00, ,113,Exact, ,32803,BIGRAMSES_20040106_M,15% copulating yello,1,1,1,400000,400000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.27444444,23.125,12/17/03 0:00,12/17/03 0:00, ,80,Exact, ,32802,BIGRAMSES_20040106_M,15% copulating yello,1,1,1,290000,290000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-12.24583333,23.1625,12/17/03 0:00,12/17/03 0:00, ,120,Exact, ,32797,BIGRAMSES_20040106_M,20% copulating yello,1,1,1,350000,350000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
38.06194444,24.09027778,10/24/03 0:00,10/24/03 0:00, ,0,Exact, ,28342,SAU03-13, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.47916667,18.55833333,12/8/03 0:00,12/8/03 0:00, ,210,Exact, ,31924,BIGRAMSES_20031215_M, ,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.4375,18.74055556,12/8/03 0:00,12/8/03 0:00, ,420,Exact, ,31880,BIGRAMSES_20031215_M, ,1,1,1,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-14.23166667,18.64333333,12/3/03 0:00,12/3/03 0:00, ,50,Exact, ,31961,BIGRAMSES_20031215_M, ,1,1,2,250000,250000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.41805556,21.95472222,11/20/03 0:00,11/20/03 0:00,   Ghran,0,Exact, ,32226,BIGRAMSES_20031230_S, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
39.11666667,22.79166667,11/20/03 0:00,11/20/03 0:00,Makhraja,120,Exact, ,32224,BIGRAMSES_20031230_S, ,1,1,2,0,0,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-13.20694444,18.40611111,11/22/03 0:00,11/22/03 0:00, ,80,Exact, ,31436,BIGRAMSES_20031208_M, ,1,1,1,350000,350000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-13.32305556,18.38777778,11/22/03 0:00,11/22/03 0:00, ,70,Exact, ,31452,BIGRAMSES_20031208_M,Transiens appearing,1,1,1,250000,250000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
-13.17305556,18.43666667,11/22/03 0:00,11/22/03 0:00, ,80,Exact, ,31438,BIGRAMSES_20031208_M, ,1,1,1,260000,260000,1899/12/30 00:00:00,1899/12/30 00:00:00,0,0, 
